Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,km,District Municipality,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
3382,MAJUBA RIVER BRIDGE,Bridge,Bridge,7/16/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/16/2018,2508652,4628437,4852120,14450,2329018,30100,13,12.4,3.5,,,,,,,,,,,,,1,0.52,48
3383,Witbankspruit Tributary,Bridge,Bridge,1/26/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/26/2017,7215681,7255786,8397900,258450,923769,30100,18.6,15,3.8,,,,,,,,,,,,,1,0.89,11
3435,Swartwaterspruit,Bridge,Bridge,1/24/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/24/2017,9447360,17726207,19715500,804700,9463440,30100,52.4,12.5,4,,,,,,,,,,,,,1,0.52,48
3451,Blinkwaterspruit Bridge,Bridge,Bridge,11/11/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/11/2016,13542745,22985219,27461430,737200,13181489,30100,75.4,12.1,4.45,,,,,,,,,,,,,1,0.52,48
3471,VOGELVLEI RIVER BRIDGE,Bridge,Bridge,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,4969180,9187965,9632000,39460,4623360,30100,25,12.8,4,,,,,,,,,,,,,1,0.52,48
3472,CHARL CILLIERS,Major Culvert,Culvert Major,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,1251990,2169913,2200500,24300,924210,24450,,,,,7.5,12,0.3,,,,,,,,,,0.58,48
3473,P185,Bridge,Bridge,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,958800,3698628,4214000,1232480,2022720,30100,10,14,3.5,,,,,,,,,,,,,1,0.52,48
3474,Trichardspruit Bridge,Bridge,Bridge,5/25/2014,"D2756
",2.31,GS: Gert Sibande District Municipality,6/30/2022,5/25/2014,3984020,7484365,7525000,4230,3536750,30100,20,12.5,6.4,,,,,,,,,,,,,1,0.53,47
3486,GRASKOPABAND RAILWAY,Bridge,Bridge,8/15/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/15/2019,10115990,16227271,16856000,166170,6573840,30100,35,16,5.5,,,,,,,,,,,,,1,0.61,39
3494,D480,Bridge,Bridge,7/18/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/18/2018,6445195,11843071,12190500,15770,5729535,30100,30,13.5,5.5,,,,,,,,,,,,,1,0.53,47
3495,D1148,Bridge,Bridge,7/18/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/18/2018,20266060,25259622,26000640,14440,5720140,45140,48,12,10.5,,,,,,,,,,,,,1,0.78,22
3506,River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/26/2019,1568560,3229128,3612000,345800,1697640,30100,10,12,0,,,,,,,,,,,,,1,0.53,47
3508,P190/1 (R541),Bridge,Bridge,9/12/2017,,,GS: Gert Sibande District Municipality,6/30/2022,9/12/2017,4090214,7203556,7765800,25660,3649926,30100,20,12.9,4.8,,,,,,,,,,,,,1,0.53,47
3511,P180/1 (R541) EMAKHANZENI LOCAL MUNICIPALITY,Bridge,Bridge,10/14/2017,,,NK: Nkangala District Municipality,6/30/2022,10/14/2017,4584501,8449307,8657964,4220,4069243,30100,23.5,12.24,5,,,,,,,,,,,,,1,0.53,47
3530A,D1264,Bridge,Bridge,7/18/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/18/2018,7476000,14554313,14749000,45990,7227010,30100,35,14,5.8,,,,,,,,,,,,,1,0.51,49
3531,SHEEPMOOR RAIL BRIDGE D532,Bridge,Bridge,11/4/2017,,,GS: Gert Sibande District Municipality,6/30/2022,11/4/2017,14999743,28182012,28369250,35960,13333547,30100,65,14.5,5.3,,,,,,,,,,,,,1,0.53,47
3534,RAIL BRIDGE P97-2,Bridge,Bridge,7/17/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/17/2018,8766889,16225912,16645380,55160,7823326,45140,29.5,12.5,12,,,,,,,,,,,,,1,0.53,47
3544,D466,Bridge,Bridge,7/17/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/17/2018,9830289,18254347,20154960,448740,9875931,30100,54,12.4,7,,,,,,,,,,,,,1,0.51,49
3585,Groot River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/9/2019,6371580,12316920,14448000,996900,7079520,30100,40,12,0,,,,,,,,,,,,,1,0.51,49
3586,OUDEHOUT RIVER BRIDGE,Bridge,Bridge - Arch,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,18186421,30364458,34314000,0,16127579,60200,28.5,20,,4,,,,,,,,,,,,1,0.53,47
3588,P90-1,Bridge,Bridge Cellular,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,5870934,10122300,10122300,0,4251366,24450,,,,,20.7,20,2,,,,,,,,,,0.58,48
3589,P90-1,Bridge,Bridge,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,3375522,6387822,6501600,5310,3120768,30100,20,10.8,4.5,,,,,,,,,,,,,1,0.52,48
3592,"3592 on D286
",Bridge,Bridge Cellular,3/20/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,10/16/2017,551154,2120460,2347200,830760,965286,24450,,,,,8,12,0,,,,,,,,,,0.589,47
3606,Unknown,Bridge,Bridge,8/2/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/2/2018,3518962,6378774,7284200,195980,3569258,30100,20,12.1,0,,,,,,,,,,,,,1,0.51,49
3607,Dorps River Bridge,Bridge,Bridge,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,9/3/2018,4990303,8511891,9784908,0,4794605,30100,27,12.04,0,,,,,,,,,,,,,1,0.51,49
361,SYNAMANSBULT,Major Culvert,Culvert Major,8/11/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/11/2019,1123436,1727795,1949888,24560,801891,24450,,,,,14.5,5.5,0,,,,,,,,,,0.589,47
3616,Unknown,Major Culvert,Culvert Major,10/11/2018,,,NK: Nkangala District Municipality,6/30/2022,10/11/2018,2874832,4221161,4926084,25400,2025852,24450,,,,,12.94,15.57,0.3,,,,,,,,,,0.589,47
3627,Unknown,Bridge,Bridge,7/20/2018,,,NK: Nkangala District Municipality,6/30/2022,7/20/2018,4589893,7645415,8615523,234800,3790830,30100,20.3,14.1,0,,,,,,,,,,,,,1,0.56,44
3628,Unknown,Bridge,Bridge Cellular,7/20/2018,,,NK: Nkangala District Municipality,6/30/2022,7/20/2018,3263313,5570520,5959688,297600,2398774,24450,,,,,19.5,12.5,0,,,,,,,,,,0.598,46
3631,Sabie Road over Rail Bridge,Bridge,Bridge,11/11/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/11/2016,12901663,21216022,26006400,881730,12223007,60200,36,12,38.7,,,,,,,,,,,,,1,0.53,47
3633,Unknown Railway Bridge,Bridge,Bridge Cellular,7/30/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,7/30/2018,1400068,2298513,2408081,38760,969252,24450,,,,,6.7,14.7,0.5,,,,,,,,,,0.598,46
3637,Kruisfontein,Bridge,Bridge,11/11/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/11/2016,4196604,6817744,7601454,60210,3344640,30100,20.7,12.2,4.5,,,,,,,,,,,,,1,0.56,44
3638,3638 on P189/1 (R537),Bridge,Bridge,11/8/2012,P189/1,0,EH: Ehlanzeni District Municipality,6/30/2022,10/17/2017,3374504,5346012,6072254,86680,2611069,30100,13.36,15.1,7.75,,,,,,,,,,,,,1,0.57,43
3639,Bronkhorstpruit River Bridge,Bridge,Bridge,10/25/2019,,,NK: Nkangala District Municipality,6/30/2022,9/18/2019,12354688,18471669,23086700,112130,10619882,30100,59,13,0,,,,,,,,,,,,,1,0.54,46
3650,Dorps River Bridge,Bridge,Bridge,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/3/2018,5420754,9488482,10762800,175900,5166143,30100,29.6,12.08,0,,,,,,,,,,,,,1,0.52,48
3651,Dorps River Bridge,Bridge,Bridge,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/3/2018,3056508,4975904,6053411,151800,2845103,30100,16.9,11.9,0,,,,,,,,,,,,,1,0.53,47
3653,RAILWAYLINE D390,Bridge,Bridge,7/17/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/17/2018,9255181,17124239,18417120,137550,9024389,45140,34,12,8.5,,,,,,,,,,,,,1,0.51,49
3665,River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/3/2019,8904915,13966124,17698800,475450,8318435,30100,49,12,0,,,,,,,,,,,,,1,0.53,47
3666,RAILWAY BRIDGE D466,Bridge,Bridge,7/17/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/17/2018,7646660,14131588,14448000,10780,6790560,30100,40,12,5.8,,,,,,,,,,,,,1,0.53,47
3668,CROCODILE RIVER,Bridge,Bridge,8/12/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/12/2019,55052429,99727586,108105800,2243640,50809715,45140,177.4,13.5,10,,,,,,,,,,,,,1,0.53,47
3669,River Bridge,Bridge,Bridge,4/28/2014,D2296,5.35,EH: Ehlanzeni District Municipality,6/30/2022,4/28/2014,7094094,13590274,13650340,4080,6552162,45140,24,12.6,11.91,,,,,,,,,,,,,1,0.52,48
3684,Unknown,Bridge,Bridge,8/2/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/2/2018,6232324,10384816,11977870,115950,5629600,30100,32.3,12.32,0,,,,,,,,,,,,,1,0.53,47
3721,3721,Bridge,Bridge,10/9/2018,,,NK: Nkangala District Municipality,6/30/2022,10/9/2018,6900517,12219279,13524380,402650,6221215,30100,36.5,12.31,0,,,,,,,,,,,,,1,0.54,46
3722,BELFAST RAILWAY BRIDGE,Bridge,Bridge,10/16/2017,,,GS: Gert Sibande District Municipality,6/30/2022,10/16/2017,16271521,30296734,30702000,540,14429939,30100,68,15,6.67,,,,,,,,,,,,,1,0.53,47
373,373,Bridge,Bridge,8/12/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/12/2019,4327357,7870374,8231748,35470,3868921,30100,31.8,8.6,4,,,,,,,,,,,,,1,0.53,47
3739,Chrigstad River Bridge,Bridge,Bridge,8/2/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/2/2018,6794243,10094401,11924870,122180,5008445,30100,32.5,12.19,0,,,,,,,,,,,,,1,0.58,42
3746,D954,Bridge,Bridge,8/6/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/6/2018,3058231,5729786,5884550,1735,2824584,30100,17,11.5,5,,,,,,,,,,,,,1,0.52,48
3753,3753,Bridge,Bridge,10/22/2019,,,NK: Nkangala District Municipality,6/30/2022,10/22/2019,6784102,11307462,12458640,68150,5606388,45140,23,12,10,,,,,,,,,,,,,1,0.55,45
3754,Suidkaaprivier Bridge,Bridge,Bridge,11/21/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/21/2016,9816840,16764917,19866000,1109460,8939700,30100,52.8,12.5,7.8,,,,,,,,,,,,,1,0.55,45
3765,Potspruit,Bridge,Bridge Cellular,11/7/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/7/2016,5473522,7241100,9841125,320440,4047163,24450,,,,,12.5,32.2,0,,,,,,,,,,0.589,47
3769,D456,Bridge,Bridge,8/8/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/8/2018,9368348,16763607,18330900,347030,8615522,30100,42,14.5,4.5,,,,,,,,,,,,,1,0.53,47
3771,Unknown,Bridge,Bridge,10/9/2018,,,NK: Nkangala District Municipality,6/30/2022,10/9/2018,13180057,19737286,24457600,27050,11250497,30100,50.5,16.09,0,,,,,,,,,,,,,1,0.54,46
3772,Unknown,Bridge,Bridge,10/9/2018,,,NK: Nkangala District Municipality,6/30/2022,10/9/2018,8023994,12584351,15002800,77520,6901289,30100,35.2,14.16,0,,,,,,,,,,,,,1,0.54,46
380,CROCODILE RIVER,Bridge,Bridge,8/13/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/13/2019,2738687,4917580,5214825,25170,2450968,30100,38.5,4.5,3.5,,,,,,,,,,,,,1,0.53,47
3806,Boesmanspruit River Bridge,Bridge,Bridge,11/21/2016,,,GS: Gert Sibande District Municipality,6/30/2022,11/21/2016,4833676,6869165,9132099,371620,3926803,30100,24.95,12.16,4.4,,,,,,,,,,,,,1,0.57,43
3819,Unknown,Bridge,Bridge,7/20/2018,,,NK: Nkangala District Municipality,6/30/2022,7/20/2018,833654,3497294,3864840,1485250,1545936,30100,10.7,12,0,,,,,,,,,,,,,1,0.6,40
3820,R555/R547 Road over Road Bridge,Bridge,Bridge,11/17/2016,,,NK: Nkangala District Municipality,6/30/2022,11/17/2016,13098461,19270743,22304100,284000,8921639,30100,57,13,6.9,,,,,,,,,,,,,1,0.6,40
3826,HECTORSPRUIT RIVER BRIDGE,Bridge,Bridge,8/10/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/10/2019,3340049,5934854,6404979,54590,3010340,30100,17.3,12.3,5,,,,,,,,,,,,,1,0.53,47
3857,Unknown,Bridge,Bridge,10/11/2018,,,NK: Nkangala District Municipality,6/30/2022,10/11/2018,3685589,6198199,7578187,330850,3561747,30100,11.15,22.58,0,,,,,,,,,,,,,1,0.53,47
3859,Bridge on R97/2,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/3/2019,2635254,4259848,5056800,44850,2376696,30100,14,12,0,,,,,,,,,,,,,1,0.53,47
3861,BETHAL RAILWAY BRIDGE P52/3,Bridge,Bridge,8/8/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/8/2018,10445230,16892782,17157000,20540,6691230,30100,38,15,5.6,,,,,,,,,,,,,1,0.61,39
3908,Unknown,Bridge,Bridge,10/10/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,10/10/2018,9422004,14011883,16424670,268550,6734113,30100,42.3,12.9,0,,,,,,,,,,,,,1,0.59,41
3909,Unknown,Bridge,Bridge,10/10/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,10/10/2018,3808134,5803360,6945973,359450,2778389,30100,18.64,12.38,0,,,,,,,,,,,,,1,0.6,40
3910,Unknown,Bridge,Bridge,10/10/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,10/10/2018,2186770,2931516,3560258,163000,1210488,30100,8.86,13.35,0,,,,,,,,,,,,,1,0.66,34
3911,Unknown,Bridge,Bridge,10/10/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,10/10/2018,4044509,6109580,7389430,241360,3103561,30100,19.3,12.72,0,,,,,,,,,,,,,1,0.58,42
3917,Tipperary Spruit Bridge,Bridge,Bridge,11/23/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/23/2016,3945959,5991837,8012620,300730,3765931,30100,22,12.1,5.9,,,,,,,,,,,,,1,0.53,47
3918,Tipperary Spruit,Bridge,Bridge,11/12/2012,D585,27.3,EH: Ehlanzeni District Municipality,6/30/2022,10/19/2017,5747848,7611392,10148520,239780,4160894,30100,26.78,12.59,7.55,,,,,,,,,,,,,1,0.59,41
3919,TIPERARY SPRUIT,Bridge,Bridge,8/12/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/12/2019,3681310,5946797,6321000,48080,2591610,30100,17.5,12,7.6,,,,,,,,,,,,,1,0.59,41
3941,BONNIEBROOK RIVER BRIDGE,Bridge,Bridge,7/18/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/18/2018,7852110,13173657,13542000,2250,5687640,45140,25,12,8,,,,,,,,,,,,,1,0.58,42
4007,GREYLINGSTAAD D308,Major Culvert,Culvert Major,8/6/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/6/2018,2892035,3920011,4396110,119300,1384775,24450,,,,,15.5,11.6,0.3,,,,,,,,,,0.685,36
406,Blyderivier Bridge,Bridge,Bridge,11/7/2016,,,EH: Ehlanzeni District Municipality,6/30/2022,11/7/2016,656375,1608726,2001650,404500,940775,30100,17.5,3.8,3.9,,,,,,,,,,,,,1,0.53,47
4061,P48-3,Bridge,Bridge,7/16/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/16/2018,9406767,14913790,15179430,4480,5768183,30100,41,12.3,4.5,,,,,,,,,,,,,1,0.62,38
4128,River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/3/2019,3733564,5742502,7163800,63250,3366986,30100,17,14,0,,,,,,,,,,,,,1,0.53,47
4150,R546,Bridge,Bridge,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,2200326,4171860,4171860,10760,1960774,30100,11,12.6,2.75,,,,,,,,,,,,,1,0.53,47
4192,DAM BRIDGE,Bridge,Bridge,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,18541448,30754131,32018880,29500,13447928,30100,92.5,11.5,4.5,,,,,,,,,,,,,1,0.58,42
4200,D500,Major Culvert,Culvert Major,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,757831,1185092,1222500,15400,449269,24450,,,,,5,10,0.3,,,,,,,,,,0.633,42
4205,4205,Bridge,Bridge,8/15/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/15/2019,23550591,43876756,44445660,5610,20889459,30100,138,10.7,5.1,,,,,,,,,,,,,1,0.53,47
4221,Bridge over Unknown river,Bridge,Bridge,5/2/2014,D225,,GS: Gert Sibande District Municipality,6/30/2022,5/2/2014,5589576,9404447,9487941,8310,3890055,30100,24.82,12.7,5.32,,,,,,,,,,,,,1,0.59,41
4222,Bridge over Unknown River,Bridge,Bridge,5/2/2014,D225,5.2,GS: Gert Sibande District Municipality,6/30/2022,5/2/2014,5174162,8751598,8868664,58350,3636152,30100,23.2,12.7,3.99,,,,,,,,,,,,,1,0.59,41
4223,Bridge over Unknown Bridge,Bridge,Bridge,5/2/2014,D225,49.5,GS: Gert Sibande District Municipality,6/30/2022,5/2/2014,16344590,27559308,27803980,59760,11399632,45140,48.5,12.7,9.2,,,,,,,,,,,,,1,0.59,41
4227,Tee,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,9/27/2019,13142554,18021086,21912800,1758150,7012096,30100,56,13,0,,,,,,,,,,,,,1,0.68,32
4242,D1373,Bridge,Bridge,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,5855178,9647363,10113600,10710,4247712,30100,32,10.5,6,,,,,,,,,,,,,1,0.58,42
4243,D1373,Bridge,Bridge,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,5851168,9564431,10113600,14720,4247712,30100,32,10.5,6,,,,,,,,,,,,,1,0.58,42
4262,SABANA,Bridge,Bridge,11/8/2012,D514,5.5,EH: Ehlanzeni District Municipality,6/30/2022,10/17/2017,15537091,23376405,25378790,197760,9643941,45140,50.88,11.05,11.5,,,,,,,,,,,,,1,0.62,38
4275,4275,Bridge,Bridge,8/12/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/12/2019,5861215,9468105,9970625,121160,3988250,30100,26.5,12.5,5.5,,,,,,,,,,,,,1,0.6,40
4369,4369,Bridge,Bridge,9/18/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/20/2017,3814210,7160429,7224000,14510,3395280,30100,15,16,3,,,,,,,,,,,,,1,0.53,47
4370,4370,Major Culvert,Culvert Major,9/20/2017,,,GS: Gert Sibande District Municipality,6/30/2022,8/20/2017,585190,1012230,1012230,10760,416280,24450,,,,,4.6,9,0,,,,,,,,,,0.589,47
4419,Winkelhak mines cattle creep,Major Culvert,Culvert Major,11/14/2016,,,GS: Gert Sibande District Municipality,6/30/2022,11/14/2016,537596,1070680,1276290,213820,524874,24450,,,,,14.5,3.6,1,,,,,,,,,,0.589,47
4420,Trichardspruit Bridge,Bridge,Bridge,5/25/2014,0,9.06,GS: Gert Sibande District Municipality,6/30/2022,5/25/2014,4227732,7048370,7079520,19980,2831808,30100,16.8,14,6.52,,,,,,,,,,,,,1,0.6,40
4421,Trichardspruit Bridge,Bridge,Bridge,11/14/2016,,,GS: Gert Sibande District Municipality,6/30/2022,11/14/2016,4201658,8055067,8608600,360900,4046042,30100,22,13,3.5,,,,,,,,,,,,,1,0.53,47
4437,4437,Bridge,Bridge,8/11/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/11/2019,9108331,13395577,15009050,47190,5853529,45140,35,9.5,10.5,,,,,,,,,,,,,1,0.61,39
4438,D686 EMALAHLENI LOCAL MUNICIPALITY,Bridge,Bridge,11/6/2017,,,NK: Nkangala District Municipality,6/30/2022,11/6/2017,7841387,13905566,14815220,10680,6963153,30100,46,10.7,5.5,,,,,,,,,,,,,1,0.53,47
4454,Unknown,Major Culvert,Culvert Major,7/19/2018,,,NK: Nkangala District Municipality,6/30/2022,7/19/2018,5707610,9390380,9699804,3150,3989044,24450,,,,,17.4,22.8,0.6,,,,,,,,,,0.589,47
4465,P185-1,Bridge,Bridge,7/19/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/19/2018,5597266,8745888,9195550,12020,3586264,30100,23.5,13,5.8,,,,,,,,,,,,,1,0.61,39
4467,Old Railway Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/10/2019,7016676,11255666,12521600,621500,4883424,30100,32,13,0,,,,,,,,,,,,,1,0.61,39
4471,4471,Bridge,Bridge,8/10/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/10/2019,1026914,1881680,1995630,30770,937946,30100,8.5,7.8,4,,,,,,,,,,,,,1,0.53,47
4506,Unknown,Bridge,Bridge,7/19/2018,,,NK: Nkangala District Municipality,6/30/2022,7/19/2018,8199928,12185927,14032620,359970,5472722,30100,37,12.6,0,,,,,,,,,,,,,1,0.61,39
4507,Rail Bridge,Bridge,Bridge,11/15/2012,P10/3,4,EH: Ehlanzeni District Municipality,6/30/2022,10/16/2017,14012747,19280897,22344300,287605,8043948,45140,30,16.5,8.5,,,,,,,,,,,,,1,0.64,36
4508,Unknown,Bridge,Bridge,7/19/2018,,,NK: Nkangala District Municipality,6/30/2022,7/19/2018,4596664,8145891,8760906,659880,3504362,30100,23.1,12.6,0,,,,,,,,,,,,,1,0.6,40
4509,Koffiespruit Bridge,Bridge,Bridge,10/25/2019,,,NK: Nkangala District Municipality,6/30/2022,9/5/2019,7335826,13750407,14399840,296090,6767924,30100,36.8,13,0,,,,,,,,,,,,,1,0.53,47
4510,HEYSHOP DAM BRIDGE,Bridge,Bridge,7/17/2018,,,GS: Gert Sibande District Municipality,6/30/2022,7/17/2018,11308328,17690869,18586750,29590,7248832,30100,65,9.5,7.5,,,,,,,,,,,,,1,0.61,39
4525,Unknown,Bridge,Bridge,10/11/2018,,,NK: Nkangala District Municipality,6/30/2022,10/11/2018,4432219,7964154,8729753,194550,4102984,30100,22.5,12.89,0,,,,,,,,,,,,,1,0.53,47
4568,Unknown,Bridge,Bridge,10/11/2018,,,NK: Nkangala District Municipality,6/30/2022,10/11/2018,8446672,15086008,16656740,381400,7828666,30100,34.5,16.04,0,,,,,,,,,,,,,1,0.53,47
4569,Blesbokvlakte Railway Bridge,Bridge,Bridge,11/17/2016,,,NK: Nkangala District Municipality,6/30/2022,11/17/2016,4606200,8206580,8722980,16980,4099800,30100,27.6,10.5,5.6,,,,,,,,,,,,,1,0.53,47
4591,Krokodil River Bridge,Bridge,Bridge,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/3/2018,15039634,22438479,24824070,103050,9681388,30100,67.6,12.2,0,,,,,,,,,,,,,1,0.61,39
4592,Lunsklip River Bridge,Bridge,Bridge,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/3/2018,3680270,5466150,6095852,38200,2377382,30100,16.6,12.2,0,,,,,,,,,,,,,1,0.61,39
4594,Elandspruit Bridge,Bridge,Bridge,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/3/2018,4945395,7844099,8108435,750,3162289,30100,20.98,12.84,0,,,,,,,,,,,,,1,0.61,39
4595,Badfonteinhoop Culvert,Major Culvert,Culvert Major,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/3/2018,1134678,1682556,1730669,5400,590591,24450,,,,,11.2,6.32,1,,,,,,,,,,0.659,39
4596,Unknown,Bridge,Bridge Cellular,8/3/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/3/2018,4905226,7089339,7449133,1890,2542016,24450,,,,,10.8,28.21,1.2,,,,,,,,,,0.659,39
4661,D637,Major Culvert,Culvert Major,8/8/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/8/2018,1285226,2201250,2201250,10760,905264,29350,,,,,5,15,3,,,,,,,,,,0.589,47
4703,Leeuspruit River Bridge,Bridge,Bridge,10/25/2019,,,GS: Gert Sibande District Municipality,6/30/2022,10/10/2019,4447425,8077410,9782500,737300,4597775,30100,25,13,0,,,,,,,,,,,,,1,0.53,47
4704,Greylingstad Entrance Bridge,Bridge,Bridge,1/27/2017,,,GS: Gert Sibande District Municipality,6/30/2022,1/27/2017,9111320,13276267,14448000,135400,5201280,30100,32,15,6,,,,,,,,,,,,,1,0.64,36
4705,D308,Bridge,Bridge,8/6/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/6/2018,11269440,17608500,17608500,0,6339060,30100,30,19.5,4,,,,,,,,,,,,,1,0.64,36
4707,DRY RIVER BRIDGE,Bridge,Bridge,8/11/2019,,,EH: Ehlanzeni District Municipality,6/30/2022,8/11/2019,2908930,4867883,5633472,76810,2647732,45140,13,9.6,9.4,,,,,,,,,,,,,1,0.53,47
4714,Lisbon River Bridge,Bridge,Bridge,7/31/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,7/31/2018,2993822,4769303,5147100,197380,1955898,30100,17.1,10,0,,,,,,,,,,,,,1,0.62,38
4743,Mine Access Road Bridge,Bridge,Bridge,10/25/2019,,,NK: Nkangala District Municipality,6/30/2022,9/20/2019,5646565,7671165,9255750,92000,3517185,30100,25,12.3,0,,,,,,,,,,,,,1,0.62,38
4745,Unknown,Bridge,Bridge,7/20/2018,,,NK: Nkangala District Municipality,6/30/2022,7/20/2018,13475577,19424411,21189500,85700,7628219,30100,69.7,10.1,0,,,,,,,,,,,,,1,0.64,36
4857,TUTUKA POWER STATION D1941,Bridge,Bridge,8/7/2018,,,GS: Gert Sibande District Municipality,6/30/2022,8/7/2018,3573227,5549522,5688900,10780,2104893,30100,14,13.5,4.5,,,,,,,,,,,,,1,0.63,37
4859,Unknown,Bridge,Bridge,10/10/2018,,,NK: Nkangala District Municipality,6/30/2022,10/10/2018,1729667,3090429,3610315,183800,1696848,30100,8.8,13.63,0,,,,,,,,,,,,,1,0.53,47
4937,Unknown,Bridge,Bridge,8/2/2018,,,EH: Ehlanzeni District Municipality,6/30/2022,8/2/2018,2596779,4542328,5207300,163090,2447431,30100,17.3,10,0,,,,,,,,,,,,,1,0.53,47
