Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,District Municipality,Magisterial District,Analysis Date,ACI  (Average Condition Index),PCI (Priority Condition Index)
M6256,BRIDGE,Bridge,Bridge,11/28/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,99.12,99.19
M6257,BLINKWATER RIVER,Bridge,Bridge,11/28/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,96.74,95.33
M6258,BRIDGE,Bridge,Bridge,11/28/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,93.93,91.4
M6259,BRIDGE,Bridge,Bridge,11/28/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,93.27,93.02
M6260,BRIDGE,Bridge,Bridge,11/28/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,94.96,85.7
M6261,BRIDGE,Bridge,Bridge,11/28/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,94.3,89.7
M6262,CULVERT,Major Culvert,Culvert Major,9/13/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,93.33,61
M6263,Bridge,Bridge,Bridge,9/12/2015,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,90.64,77.75
M6264,Bridge,Bridge,Bridge,9/19/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,92.11,90.29
M6265,BRIDGE,Bridge,Bridge,11/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,96.2,66
M6266,BRIDGE,Bridge,Bridge,11/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,94.96,92.01
M6267,M6267,Bridge,Bridge,9/20/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,100,100
M6269,CULVERT,Major Culvert,Culvert Major,11/15/2015,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,97.22,97.97
M6270,CULVERT,Major Culvert,Culvert Major,9/24/2015,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,93.61,87.51
M6271, BRIDGE,Bridge,Bridge,9/24/2015,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,95.61,89.76
M6272,BRIDGE,Bridge,Bridge,9/24/2015,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,98.83,97.73
M6273,CULVERT,Major Culvert,Culvert Major,11/13/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,90,84.23
M6274,CILVERT MAJOR,Major Culvert,Culvert Major,11/13/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,88.61,65.86
M6275,CULVERT,Major Culvert,Culvert Major,11/28/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,90,67.97
M6276,MAJOR CULVERT,Major Culvert,Culvert Major,11/13/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,90.28,66.23
M6277,BRIDGE,Bridge,Bridge,11/15/2015,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,92.98,83.8
M6278,M6278 CULVERT,Major Culvert,Culvert Major,9/12/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,93.06,86.88
M6279,M6279 CULVERT,Major Culvert,Culvert Major,9/12/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,94.44,97.48
M6280,CULVERT,Major Culvert,Culvert Major,11/28/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,90.28,67.8
M6281,CULVERT,Major Culvert,Culvert Major,9/20/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,100,100
M6282,CULVERT,Major Culvert,Culvert Major,9/19/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,91.67,59.9
M6283,CULVERT,Major Culvert,Culvert Major,12/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,93.89,97.48
M6284,CULVERT,Major Culvert,Culvert Major,11/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,94.44,97.48
M6285,CULVERT,Major Culvert,Culvert Major,11/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,86.39,77.09
M6286,CULVERT,Major Culvert,Culvert Major,11/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,95.56,97.6
M6287,CULVERT,Major Culvert,Culvert Major,11/22/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,97.22,97.97
M6288,CULVERT,Major Culvert,Culvert Major,11/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,90.28,69.54
M6289,CULVERT,Major Culvert,Culvert Major,11/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,96.67,74.67
M6290,CULVERT,Major Culvert,Culvert Major,11/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,94.44,96.96
M6291,CULVERT,Major Culvert,Culvert Major,11/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,94.17,87.45
M6292,CULVERT,Major Culvert,Culvert Major,11/29/2015,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,91.39,75.01
M6293,CAUSEWAY,Major Culvert,Culvert Major,9/19/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,90.97,77.68
M6294,CULVERT,Major Culvert,Culvert Major,9/19/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,95.56,78.05
M6295,Culvert,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,95.97,81.88
M6296,Culvert,Major Culvert,Culvert Major,10/29/2019,,,,GS: Gert Sibande District Municipality,GS: Chief Albert Luthuli Local Municipality,6/30/2022,85.28,82.37
M6297,KAAL RIVER,Major Culvert,Culvert Major,9/19/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,100,100
M6298,CULVERT,Major Culvert,Culvert Major,9/20/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,93.33,77.15
M6299,CULVERT,Major Culvert,Culvert Major,10/24/2015,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,90.83,78.94
M6300,CULVERT,Major Culvert,Culvert Major,9/24/2015,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,88.89,35
M6301,WHITE RIVER DAM,Major Culvert,Culvert Major,11/28/2015,,,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,90.28,66.23
M6304,Major Culvert,Major Culvert,Culvert Major,12/5/2015,,,,NK: Nkangala District Municipality,NK: Thembisile Local Municipality,6/30/2022,82.22,27.4
M6305,BRIDGE,Bridge,Bridge,12/6/2015,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,88.59,58.26
M6307,CULVERT,Major Culvert,Culvert Major,9/25/2015,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,98.61,94.09
M6308,CULVERT,Major Culvert,Culvert Major,11/15/2015,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,89.17,59.57
M6309,M6309 CULVERT,Major Culvert,Culvert Major,9/12/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,98.89,98.94
M6310,MajorCulvert,Major Culvert,Culvert Major,12/12/2015,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
M6312,CULVERT,Major Culvert,Culvert Major,11/15/2015,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,100,100
M6313,CULVERT,Major Culvert,Culvert Major,11/15/2015,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,100,100
M6314,CULVERT,Major Culvert,Culvert Major,9/19/2015,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,93.89,97.42
M6318,CULVERT,Major Culvert,Culvert Major,9/13/2015,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,97.22,97.97
M6319,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,97.22,97.97
M6320,Steenkoolspruit Tributary,Lesser Culvert,Culvert Lesser,11/14/2016,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,100,100
M6321,KLEIN OLIFANTS RIVER BRIDGE,Bridge,Bridge,8/8/2018,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
M6322,Joubertsvleispruit Bridge,Bridge,Bridge,1/23/2017,,,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,97.55,84.36
M6323,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,91.67,69.07
M6324,Wilgerivier Tributary,Major Culvert,Culvert Major,11/14/2016,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,91.67,77.41
M6325,Kromdraaispruit Tributary 3,Lesser Culvert,Culvert Lesser,11/15/2016,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
M6326,Unknown,Major Culvert,Culvert Major,1/18/2017,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,91.67,96.83
M6327,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,97.22,97.97
M6328,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,100,100
M6329,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,97.22,98.46
M6330,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,,GS: Gert Sibande District Municipality,GS: Msukaligwa Local Municipality,6/30/2022,100,100
M6331,Unknown,Major Culvert,Culvert Major,1/18/2017,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,88.61,84.49
M6332,Leeuwfontein No. 2,Major Culvert,Culvert Major,1/18/2017,,,,NK: Nkangala District Municipality,NK: Emalahleni Local Municipality,6/30/2022,90.56,69.54
M6333,BOESMAM,Major Culvert,Culvert Major,6/28/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,91.39,78.72
M6334,Kortlaagte Duiker,Lesser Culvert,Culvert Lesser,1/18/2017,,,,NK: Nkangala District Municipality,NK: Victor Khanye Local Municipality,6/30/2022,100,100
M6335,Watervalrivier ,Major Culvert,Culvert Major,1/27/2017,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,83.02,74.11
M6336,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,91.67,68.34
M6337,RIET RIVER,Major Culvert,Culvert Major,6/27/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,88.83,74.14
M6338,Steenkoolspruit Tributary,Lesser Culvert,Culvert Lesser,1/24/2017,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
M6339,Steenkoolspruit Tributary,Lesser Culvert,Culvert Lesser,1/24/2017,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
M6340,Joubertsvleispruit Tributary,Lesser Culvert,Culvert Lesser,1/23/2017,,,,GS: Gert Sibande District Municipality,GS: Govan Mbeki Local Municipality,6/30/2022,100,100
M6341,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,100,100
M6342,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,100,100
M6344,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,100,100
M6345,CULVERT,Major Culvert,Culvert Major,6/28/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,98.61,98.54
M6346,CULVERT,Major Culvert,Culvert Major,6/30/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,98.89,98.94
M6347,CULVERT,Major Culvert,Culvert Major,6/29/2016,,,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,100,100
